Review,Date,Stars,Cleaned Reviews,neg,neu,pos,compound,vader_label,star_sentiments
App has nothing but issues. Advances were nice. was unable to access virtual card info as the info screen constantly froze the app. got the card after about 10 days but cannot even activate due to the app freezing.. will update if I get help.,2025-04-24,2,App nothing issue advance nice unable access virtual card info info screen constantly freeze app get card day even activate due app freezing update get help,0.0,0.853,0.147,0.8047,positive,0
"I was told I have to wait a few hours before the customer service team will respond. okay that's fine, but I don't know how they are going to contact me? text, email? nothing! I'm getting more and more pissed off.",2025-04-22,2,tell wait hour customer service team respond okay fine know go contact text email nothing get piss,0.165,0.77,0.065,-0.8145,negative,0
takes forever and accomplish nothing,2025-04-21,2,take forever accomplish nothing,0.0,0.588,0.412,0.4215,positive,0
"Making you take an $80 advance out as $40 and $40 so you get hit with a $7 fee BOTH times for 1 advance? So $14 for your whole advance, plus $15 a month? That is why I use Cleo the least, only if I've already used Dave, Empower, and Brigit, usually 1 or 2 of the reasonable apps is good enough.",2025-04-18,2,make take advance get hit fee time advance whole advance plus month use Cleo least already use Dave Empower Brigit usually reasonable app good enough,0.0,0.944,0.056,0.504,positive,0
it keeps saying my payment for cleo plus failed. it did not and it came out of my account. it keeps trying to make me pay the 5.99 again but it keeps failing even though I have money in my checking account. it won't let me re borrow because it keeps saying I'm not subscribed to cleo plus. please fix this. also the AI tool is absolutely useless!,2025-04-16,2,keep say payment cleo plus fail come account keep try make pay keep fail even though money checking account let borrow keep say subscribe cleo plus please fix also tool absolutely useless,0.158,0.803,0.038,-0.8512,negative,0
I deleted because it said l owed n l payed it back way before the due date got it on my bank statement to prove it. l will try again maybe they fixed the problem. well now another problem l can't login in trying to connect bank info n it's frozen still frozen uninstall n reinstall no better! clean gets no stars in my experience,2025-04-16,2,delete say owe pay back way due date get bank statement prove try maybe fix problem well another problem login try connect bank info freeze still freeze uninstall reinstall well clean get star experience,0.149,0.738,0.114,-0.3382,negative,0
what do you connect to? my bank kept saying your credentials wrong and I changed my password two times and it still didn't work,2025-04-15,2,connect bank keep say credential wrong change password two time still work,0.124,0.876,0.0,-0.4767,negative,0
Misleading,2025-04-14,2,mislead,1.0,0.0,0.0,-0.4019,negative,0
Cleo is off the free money Friday sweepstakes ends on may30th and she said we will be notified on March 14th which is a month ago and them she said I was right it's may 7th that's 2 weeks before it ends. If she can't get a simple date correct how are we supposed to trust anything within the cleo app? This is our money not just some game or something it's our MONEY...what else has she been wrong on or with this is scary especially dealing with out lively hood! Something is definitely not right!,2025-04-11,2,Cleo free money Friday sweepstake end say notify March month ago say right may week end get simple date correct suppose trust anything within cleo app money game something money else wrong scary especially deal lively hood something definitely right,0.06,0.818,0.122,0.7568,positive,0
ok,2025-04-11,2,,0.0,0.0,1.0,0.296,positive,0
keep asking for my card that never arrived and you bot system sucks,2025-04-11,2,keep ask card never arrive bot system suck,0.172,0.828,0.0,-0.3612,negative,0
I was renewing my membership after my advance was paid back now it's saying my card don't work? Which I have money on both accounts? It was working fine. I like the app but if going do this type of stuff I'm not going use it.,2025-04-10,2,renew membership advance pay back say card work money account work fine like app go type stuff go use,0.0,0.921,0.079,0.3632,positive,0
hasn't cleared what I owe when it been paid for,2025-04-10,2,clear owe pay,0.139,0.861,0.0,-0.0762,negative,0
"Eligibility is very inconsistent. AI chat bot, although intuitive and somewhat impressive is unable to provide what I would consider to be acceptable reasons for changes in cash advance eligibility. If you're desperate and need funds immediately, this app is better than some of the others out there but be careful. This could become a financial crutch you're unable to get rid of. I decided to quit while I'm ahead, cancel and uninstall.",2025-04-10,2,Eligibility inconsistent chat bot although intuitive somewhat impressive unable provide would consider acceptable reason change cash advance eligibility desperate need fund immediately app well careful could become financial crutch unable get rid decide quit ahead cancel uninstall,0.055,0.846,0.099,0.3299,positive,0
This app got off to a great Start. What turned me off was how the app AI became annoying by snooping through my accounts and making little Sarcastic remarks about my spending habits.,2025-04-08,2,app get great start turn app become annoying snoop account make little sarcastic remark spending habit,0.117,0.773,0.109,0.1761,positive,0
I've paid my advance off early nothing has changed now I'm getting a lower advance and I can't get in contact with anyone,2025-04-06,2,pay advance early nothing change get low advance get contact anyone,0.099,0.901,0.0,-0.296,negative,0
"I edit my stars rating from 4 to 2, bc now all of a sudden the app isn't compatible with my device? I have a cleo card I can't use, bc I can't get back into the app to activate it or to even see my balance. If the app isn't going to be compatible with our devices at least make our accounts available through the website. If it wasn't for that I'd change it to 5 stars.",2025-04-05,2,edit star rating sudden app compatible device cleo card use get back app activate even see balance app go compatible device least make account available website change star,0.0,1.0,0.0,0.0,neutral,0
"Only some categories are showing up as options to change a transaction. I also cannot scroll down all the way, as my buttons on the bottom hide the display.",2025-04-04,2,category show option change transaction also scroll way button bottom hide display,0.061,0.939,0.0,-0.1779,negative,0
didn't like them at all. they send messages constantly.,2025-04-01,2,like send message constantly,0.209,0.791,0.0,-0.2755,negative,0
Keeps crashing when I try to link banks,2025-03-30,2,keep crash try link bank,0.0,1.0,0.0,0.0,neutral,0
$6 monthly fee to get a cash advance.,2025-03-29,2,monthly fee get cash advance,0.0,1.0,0.0,0.0,neutral,0
the point of a cash advance is cause im broke till payday not cause I have all bit of money and need more,2025-03-29,2,point cash advance cause broke till payday cause bit money need,0.123,0.877,0.0,-0.4215,negative,0
It won't take my subscription payment so I can get a advance,2025-03-27,2,take subscription payment get advance,0.0,1.0,0.0,0.0,neutral,0
This app is good but they RECHARGE you 3 times..! I had a friend tell me bout this app I used it in Feb I borrowed $50 for a bill but ATM I was unemployed so I had too keep changing my repay dates so fast forward too March 25th they took out $20 then notice they took out additional $26.99 THEN additional $5.99 .. I don't know where the $26.99 came from I asked the company about they said that was they express fee price so then I notice my receipt the express fee was $6. TODAY THEY DID IT AGAIN!,2025-03-26,2,app good recharge time friend tell bout app use Feb borrow bill ATM unemployed keep change repay date fast forward March take notice take additional additional know come ask company say express fee price notice receipt express fee today,0.0,0.929,0.071,0.7804,positive,0
"if I need a cash advance, then I prbly don't have extra $$ sitting there for a monthly subscription I just put my last $7 in the tank, now you want $5.99 why don't you set up that first payment to come out of the cash advance??",2025-03-26,2,need cash advance prbly extra sit monthly subscription put last tank want set first payment come cash advance,0.0,0.961,0.039,0.168,positive,0
Used to work generally well but the most recent update broke the app with constant pop-ups about in app tasks that come up random as you're trying to do something. App still functions but very close to being unusable and has become an atrocious user experience.,2025-03-21,2,use work generally well recent update break app constant pop app task come random try something App still function close unusable become atrocious user experience,0.082,0.886,0.031,-0.5492,negative,0
Lousy customer support. Chat bots are limited. Repayment date is 2 weeks,2025-03-17,2,lousy customer support chat bot limited repayment date week,0.335,0.497,0.168,-0.4019,negative,0
I changed my review because it will not let me link my bank card to get an advance but it let me put it for a subscription which makes no sense,2025-03-15,2,change review let link bank card get advance let put subscription make sense,0.091,0.909,0.0,-0.4215,negative,0
Add cash function stopped working. Almost impossible to get customer support.,2025-03-12,2,add cash function stop work almost impossible get customer support,0.14,0.662,0.199,0.2023,positive,0
"Cute app and idea but it is way to random with advance eligibility. Example It let me advance $65 out of $130 saying that was the daily limit, I took out the $65 then now the other half disappeared and can't take anything out until its paid. Another time it let me take out $120 one paycheck and when I paid it back on time with the same direct deposit amount it only let me take out $40 for next pay period. Customer service said they had no idea why",2025-03-11,2,cute app idea way random advance eligibility example let advance saying daily limit take half disappear take anything pay another time let take one paycheck pay back time direct deposit amount let take next pay period customer service say idea,0.073,0.906,0.022,-0.5789,negative,0
Not good . Cleo gave me advance for 7 months and I changed banks and they stopped giving them to me ( and I was paying the highest subscription) and I still can't get one. I also referred kelley McClain and never even got 5.00 for referring a friend,2025-03-10,2,good Cleo give advance month change bank stop give pay high subscription still get one also refer kelley McClain never even get refer friend,0.092,0.789,0.119,0.3169,positive,0
Was great at first then after they took the second payment now the app doesn't work,2025-03-10,2,great first take second payment app work,0.0,0.785,0.215,0.6249,positive,0
I'm hoping for good luck let's see how it goes,2025-03-06,2,hope good luck let see go,0.0,0.446,0.554,0.8271,positive,0
Has features but even with my 700+ credit score and paying they're $40 bundle only allotted $30 to borrow.,2025-03-02,2,feature even credit score pay bundle allot borrow,0.0,0.841,0.159,0.5267,positive,0
They play games with your advanced. U can't talk to a human. Cleo will make changes to your account without notice. Then I won't get another advance but they will take your money for a subscription u can't use. Only to make u upgrade and pay more. Bad all around.,2025-03-01,2,play game advanced talk human Cleo make change account without notice get another advance take money subscription use make upgrade pay bad around,0.136,0.8,0.064,-0.6798,negative,0
They are a joke !,2025-03-01,2,joke,0.0,0.445,0.555,0.3595,positive,0
Better than Brigit but still not great.,2025-02-25,2,well Brigit still great,0.39,0.439,0.171,-0.5409,negative,0
Doesn't seem to be able to Do What CHIME does so I'm going to stay with them 🤩🤩🤩🤩🤩,2025-02-22,2,seem able CHIME go stay,0.0,1.0,0.0,0.0,neutral,0
Charging me for extra stuff,2025-02-22,2,charge extra stuff,0.0,1.0,0.0,0.0,neutral,0
How can you contact anyone outside of the app?,2025-02-22,2,contact anyone outside app,0.0,1.0,0.0,0.0,neutral,0
Hoax,2025-02-19,2,hoax,1.0,0.0,0.0,-0.2732,negative,0
"Cash advance says I'm approved, however it won't let me withdraw the funds. It says my address is incorrect, even though it's totally accurate.",2025-02-17,2,cash advance say approve however let withdraw fund say address incorrect even though totally accurate,0.0,0.891,0.109,0.4215,positive,0
I would like to give it a better rating however I have yet to have been successful no matter what I have tried with this site I always run into some some type of issue trying to access funds.,2025-02-16,2,would like give well rating however yet successful matter try site always run type issue try access fund,0.053,0.699,0.248,0.7964,positive,0
Stupid sassy bot banking,2025-02-14,2,stupid sassy bot banking,0.531,0.469,0.0,-0.5267,negative,0
Cleo helps me budget my money don't keep me on track of where I spend thank you Cleo for everything you're doing for this app,2025-02-14,2,Cleo help budget money keep track spend thank Cleo everything app,0.0,0.812,0.188,0.6249,positive,0
What happened to the app? It's giving me problems now. For the past 3 days I have been getting charged $5.00 &$5.89 twice a day and when I tried to talk to your chat it didn't understand me and now today I can't get into my account it's like I started all over again. It's telling me to update the app but there's no update to do. I had a $90 Advance sitting there 2 days ago and now you Want me to pay for plus or Credit building which I already have on my Bank account..,2025-02-14,2,happen app give problem past day get charge twice day try talk chat understand today get account like start tell update app update Advance sit day ago want pay plus Credit building already Bank account,0.081,0.832,0.087,0.1655,positive,0
"The Cleo AI itself is peak NPC brain behavior. No critical thinking, no adapting to the conversation, just a scripted loop of corporate-friendly responses that make it even more unbearable. And roasting people who already have not good money habits is not nice even if it optional or whatever. It's f***** up at best. 2 stars until they actully start to improve the cleo AI",2025-02-13,2,Cleo peak NPC brain behavior critical thinking adapting conversation scripted loop corporate friendly response make even unbearable roast people already good money habit nice even optional whatever well star actully start improve cleo,0.153,0.751,0.095,-0.3265,negative,0
For once in my life they need to fix an app where when they ask you about what your issue is that you can give your actual issue to them yourself instead of having a multiple choice about what you're wanting to say cuz that's not helping the matters none at all anyways hopefully this review reaches someone that can reach out to me because I'm having issues contacting them I'm having issues with the documents because my bank account is paperless I cannot do a screenshot on a paperless account,2025-02-11,2,life need fix app ask issue give actual issue instead multiple choice want say cuz help matter none anyways hopefully review reach someone reach issue contact issue document bank account paperless screenshot paperless account,0.033,0.911,0.056,0.2589,positive,0
It does not let me choose a next month day for pay back I get paid once a month on the third and it would not let me select a next month date and it showed no half slash on the date and month I was trying to choose,2025-02-10,2,let choose next month day pay back get pay month third would let select next month date show half slash date month try choose,0.122,0.878,0.0,-0.5719,negative,0
Hard to remove from your phone. Double check to make sure they are double and triple charging you for small loans.,2025-02-08,2,hard remove phone double check make sure double triple charge small loan,0.062,0.837,0.101,0.2263,positive,0
I subscribed to cleo plus a month ago and still can't get my info verified to get my advance they said an additional 7 days,2025-02-05,2,subscribe cleo plus month ago still get info verify get advance say additional day,0.0,1.0,0.0,0.0,neutral,0
"Got my payday wrong immediately. Said it couldn't be changed, out of there hands. I could ask for an extension. Would need to ask for an extension every payday!? Communication is horrible no phone #!",2025-02-05,2,got payday wrong immediately say could change hand could ask extension would need ask extension every payday communication horrible phone,0.232,0.768,0.0,-0.855,negative,0
Can't even get my details changed.,2025-02-03,2,even get detail change,0.0,1.0,0.0,0.0,neutral,0
The app has suddenly stopped working. It's stuck on one thing and won't let me exit out to access the rest of the app.,2025-02-03,2,app suddenly stop work stick one thing let exit access rest app,0.151,0.849,0.0,-0.4404,negative,0
"Well, first, you have to subscribe, and that costs $5.99, so if your flat-out broke, this app won't help you. Second, they charge you fees on top of the subscriptions to get the money instantly. This is why anyone using this app is here, right? So, all in all, use it for your month, unsubscribe (so they don't get you because they will), and delete. However, the app worked, and the money was in my account quickly.",2025-01-27,2,well first subscribe cost flat break app help second charge fee top subscription get money instantly anyone use app right use month unsubscribe get delete however app work money account quickly,0.062,0.891,0.048,-0.2865,negative,0
I need a payday advance,2025-01-19,2,need payday advance,0.0,1.0,0.0,0.0,neutral,0
I like this app however it sucks that almost every time your in the middle of doing something it will freeze and lock up forcing you to close and open the app never being able to get something done. If that would be fixed my rating would be much higher,2025-01-19,2,like app however suck almost every time middle something freeze lock force close open app never able get something would fix rating would much high,0.048,0.881,0.071,0.0516,positive,0
I like that it allows me to borrow money until I get paid but I'm having a issue with the credit builder card it says it's delivered but I have not received it an this was 2 months ago,2025-01-16,2,like allow borrow money get pay issue credit builder card say deliver receive month ago,0.0,0.861,0.139,0.631,positive,0
Cleo was working great now all of a sudden Iam told that it is no longer compatible with my phone...that's a shame,2025-01-14,2,Cleo work great sudden Iam tell long compatible phone shame,0.201,0.644,0.155,-0.0516,negative,0
"I'm not understanding, I was able to get a $250 last month and always repay on time, and now I'm only approved for $80. I need the $250.00 for rent.",2025-01-13,2,understand able get last month always repay time approve need rent,0.0,0.903,0.097,0.4215,positive,0
"had problems with connectin debit card, somethin went wrong even though it sub to plus",2025-01-12,2,problem connectin debit card somethin go wrong even though sub plus,0.309,0.691,0.0,-0.7003,negative,0
"was good fir a few months then cash advance stopped working. it would let me choose amount, deposit location/time, and repayment date then process for over 72 hours after I chose express payout",2025-01-08,2,good fir month cash advance stop work would let choose amount deposit location time repayment date process hour choose express payout,0.056,0.858,0.086,0.25,positive,0
"Not happy. Although I did immediately get refund for monthly fee, that apparently I can't use. Was approved for at least a 40.00 advance, but as usual with me and my bank there was a glitch not allowing the advance to go through. Go figure! And I really need it right now!",2025-01-08,2,happy although immediately get refund monthly fee apparently use approve least advance usual bank glitch allow advance figure really need right,0.086,0.914,0.0,-0.5022,negative,0
Had a hard time trying to verify my email so then i read the reviews and i decided to decline at this time sometimes you need a little help but i don't want my money being blocked when my employer pays me so no thanks i guess im broke until Friday,2025-01-07,2,hard time try verify email read review decide decline time sometimes need little help want money block employer pay thanks guess broke Friday,0.224,0.671,0.105,-0.6919,negative,0
I keep getting charged and the loan is super low. And you can't cancel it. You keep getting charged!!,2025-01-05,2,keep get charge loan super low cancel keep get charge,0.252,0.522,0.226,0.3662,positive,0
Dont need it and cant afford it,2025-01-05,2,need afford,0.0,1.0,0.0,0.0,neutral,0
One day I qualify next day I don't rediculous,2025-01-04,2,one day qualify next day rediculous,0.0,1.0,0.0,0.0,neutral,0
"You can't send messages because it's no option. I tried several times to pay and it keeps saying ""payment failed"" it's just overall a bad app. They need to fix the interface and maybe it could be better.",2025-01-03,2,send message option try several time pay keep say payment fail overall bad app need fix interface maybe could well,0.235,0.7,0.065,-0.7579,negative,0
The loans are reasonable but after you've been using it for a while it starts acting funny like won't let pay my subscription which is 14.99 a month but it allowed me to repay my loan but can't get anything else payments have been made on time and this happens,2025-01-03,2,loan reasonable use start act funny like let pay subscription month allow repay loan get anything else payment make time happen,0.0,0.84,0.16,0.8198,positive,0
This app is not what they say for while it was cool then I payed attention to thy where making double pay my subscription then not allowing me to get my other have my advance til the first advance was paid or you pay your subscription and still nothing now I'm canceling my whole subscription because they're say I didn't pay it even when I'm showing. Proof I did this app is not what it says .,2025-01-01,2,app say cool pay attention thy make double pay subscription allow get advance til first advance pay pay subscription still nothing cancel whole subscription say pay even show Proof app say,0.056,0.914,0.03,0.0258,neutral,0
"Terrible tech support ,I paid for subscription and could not use the app and it's been a week so far and tech support still hasn't got back to me or resolved the issue",2025-01-01,2,terrible tech support pay subscription could use app week far tech support still get back resolve issue,0.081,0.733,0.186,0.4588,positive,0
They have been great I paid my advance but was a day late because I didn't get paid on Mt usual date due to christmas falling on that date I can't get a new advance and can't figure out how to speak to a live person... disappointed,2025-01-01,2,great pay advance day late get pay usual date due christmas fall date get new advance figure speak live person disappoint,0.13,0.815,0.055,-0.5423,negative,0
So the app was great and it truly helped me out when I was in a jam but I just want people to know I subscribed to a 3 month agreement and they gave me a 30$ bost for any future advances but they also told me to apply for their card and I did and when I was going through the steps they offered a promotion which I needed to complete some task in 30days and I would get even more advances in the future. The app logged me out and it doesn't exist. Customer service basically said nothing we can do.,2025-01-01,2,app great truly help jam want people know subscribe month agreement give bost future advance also tell apply card go step offer promotion need complete task would get even advance future app log exist customer service basically say nothing,0.0,0.895,0.105,0.85,positive,0
I'm the beginning it was cute how Cleo is all up in your business but the categories of things like shopping eating out etc doesn't itemize correctly. All they see is money in money out l.,2024-12-31,2,beginning cute Cleo business category thing like shop eat etc itemize correctly see money money,0.0,0.866,0.134,0.6428,positive,0
their system won't allow me to get the advance I'm eligible for. you can't talk to anyone right away to solve problems,2024-12-31,2,system allow get advance eligible talk anyone right away solve problem,0.173,0.755,0.072,-0.3749,negative,0
It will not let me update the app,2024-12-30,2,let update app,0.0,1.0,0.0,0.0,neutral,0
"Says it worked then says damn must update,go on to update and won't let you update WELL DAMN!!;;;",2024-12-29,2,say work say damn must update update let update well DAMN,0.122,0.723,0.154,0.182,positive,0
I'm trying to pay off my advance and it's not letting me even though I've changed the card fix it,2024-12-28,2,try pay advance let even though change card fix,0.069,0.931,0.0,-0.1027,negative,0
I just hate when apps lie to the people to make money like they say theyll give you a advance but soon as you try to get one you end up paying money to them lol like im looking for money not looking to pay you money its obvious im ouy of a job like what makes you think ill need it when i get a job i dont understand these apps.,2024-12-28,2,hate app lie people make money like say give advance soon try get one end pay money lol like look money look pay money obvious ouy job like make think ill need get job understand app,0.077,0.752,0.171,0.7464,positive,0
"The app promises you can get an advance up to $500, but you have to pay up front for the subscription and that is the only way to get an advance. If one reads the fine print, the advance promised can range from $2- $250, so long as you dont have any outstanding advanced. That is why you have to pay up front for the dubscription, because after you pay the $14.99 your advance may only be $5, so youd actually lose $10 first month and be stuck owing every month after. No thanks, ill wait til payday",2024-12-27,2,app promise get advance pay front subscription way get advance one read fine print advance promise range long outstanding advanced pay front dubscription pay advance may actually lose first month stick owe every month thank ill wait til payday,0.183,0.704,0.113,-0.8164,negative,0
Notification to pay early lies to pay early,2024-12-26,2,notification pay early lie pay early,0.528,0.472,0.0,-0.5574,negative,0
"I installed the app, never requested any money but you have charged 5.99 twice. I wrote to you when the first 5.99 was debited, thought that would do it but in December you debited another 5.99. I wrote again. What am I subscribed to if ai am NOT using your service. Give me back my money, this is illegal Dawne Martin-Thomas",2024-12-26,2,instal app never request money charge twice write first debit think would December debit another write subscribe use service give back money illegal Dawne Martin Thomas,0.114,0.886,0.0,-0.7964,negative,0
Trying but all these apps cause spam emails so much in 2 mins u have an email. Unsubsidized don't do a thing I doubt these are even legit,2024-12-18,2,try app cause spam email much min email unsubsidize thing doubt even legit,0.116,0.788,0.095,-0.1494,negative,0
The app sounds great. But was charge 2 times at initial sign up. Had to take a cash advance just for the overdraft fee that the 2nd charge caused. Tried to get help and was told it was escalated to a team to get this fixed and refunded and would have a response within 1-3 business days. Great! Over a week later and still haven't heard anything. I haven't even had this service for half a month and was charged for the subscription AGAIN!!! STILL CANT GET HELP!,2024-12-17,2,app sound great charge time initial sign take cash advance overdraft fee charge cause try get help tell escalate team get fixed refunded would response within business day great week later still hear anything even service half month charge subscription still cant get HELP,0.062,0.802,0.136,0.8409,positive,0
Terrible,2024-12-14,2,terrible,1.0,0.0,0.0,-0.4767,negative,0
Cheesy. But cute,2024-12-14,2,Cheesy cute,0.0,0.333,0.667,0.6124,positive,0
Deleted my account they kept lowering my borrow amount,2024-12-13,2,delete account keep lower borrow amount,0.2,0.8,0.0,-0.25,negative,0
"Update: Not so great. Initially I qualified for $100 and then 2 weeks later for $250. I've been eligible to borrow $250 each time for the past several months-I ALWAYS repay on time or early, no change to my income & all of a sudden I went from qualifying for $250 every 2 weeks down to $140 and now 2 weeks later I only qualify for $115. I signed up for the builder card and that's when my eligible amount went down. Cancelled the builder card and now am only eligible for a $75 advance. Not awesome.",2024-12-06,2,update great initially qualify week later eligible borrow time past several month always repay time early change income sudden go qualify every week week later qualify sign builder card eligible amount go cancel builder card eligible advance awesome,0.123,0.877,0.0,-0.8918,negative,0
Not so good they offer the less bit on advance,2024-12-05,2,good offer less bit advance,0.226,0.774,0.0,-0.3865,negative,0
Unknown fees,2024-12-04,2,unknown fee,0.0,1.0,0.0,0.0,neutral,0
Your advertisement online seems deceptive. The black guy says you can borrow 80 and that's all you pay back and we all know that's not true nothing's for free. You also say that you get the advance immediately and that's not the case I had to wait a day for it if I'm taking out an advantage it's because I need it right there and then so that was disappointing.,2024-12-03,2,advertisement online seem deceptive black guy say borrow pay back know true nothing free also say get advance immediately case wait day take advantage need right disappointing,0.097,0.832,0.071,-0.2253,negative,0
Plus option for $5.99 is not available though advertised in the app.,2024-12-02,2,plus option available though advertise app,0.0,1.0,0.0,0.0,neutral,0
Constant issues connecting my bank and the app keeps crashing,2024-12-02,2,constant issue connect bank app keep crash,0.0,1.0,0.0,0.0,neutral,0
"I really wanted this to work, but it doesn't take into account your current balance when you link accounts. I picked one that was negative (just a few dollars) and it said I still had $47 to spend and my balance was like $100 something. I want to learn to budget from where I am at currently, not where it thinks I should be. Cleo doesn't start negative, or at what you are. I linked a different account and the numbers were still off.",2024-11-28,2,really want work take account current balance link account pick one negative dollar say still spend balance like something want learn budget currently think Cleo start negative link different account number still,0.118,0.828,0.055,-0.8126,negative,0
You pay 6 bucks a month to borrow 45 at a time but it cost u bucks to use the 45. They give you 90 but make you split it up. Making the fees horrible. But if your in a bind I guess it helps..,2024-11-28,2,pay buck month borrow time cost buck use give make split make fee horrible bind guess help,0.139,0.861,0.0,-0.714,negative,0
I cannot find where to login on at anywhere.,2024-11-27,2,find login anywhere,0.0,1.0,0.0,0.0,neutral,0
I make 1600 a week and it gave me 50 dollars to start which is nothing actually technically it was 7 dollar charge so not even 50. Which again 50 dollars when you have to a premium membership fee plus The fee they charge for not waiting 3 to 4 business days it's actually a rip off.,2024-11-23,2,make week give dollar start nothing actually technically dollar charge even dollar premium membership fee plus fee charge wait business day actually rip,0.0,1.0,0.0,0.0,neutral,0
"It was great until today. The money for my payment was removed from my checking account, however Cleo is saying that I am overdue and it wasn't paid. The useless chat bot refuses to let you chat with a human and just asks the same question ok ER and over s e ending me in the same useless circle instead of fixing my problem",2024-11-21,2,great today money payment remove checking account however Cleo say overdue pay useless chat bot refuse let chat human ask question end useless circle instead fix problem,0.039,0.801,0.16,0.8055,positive,0
"I can't load my debit card onto my account, which is frustrating very, very frustrating",2024-11-21,2,load debit card onto account frustrating frustrating,0.326,0.674,0.0,-0.7003,negative,0
The advances are too low,2024-11-17,2,advance low,0.344,0.656,0.0,-0.2732,negative,0
"Cleo is a fickle AI. Just when you become accustomed to getting a second cash advance, she cuts you off with no reason and no change to finances. Then it leaves you with that gap between payperiods that she used to help out with. Dont bother with customer service, its nonexistent. If u do by chance get a human, they claim to not be in control of Cleo, that she cannot be fixed on their end. Not cool, Cleo.",2024-11-16,2,Cleo fickle become accustomed get second cash advance cut reason change finance leave gap payperiod use help bother customer service nonexistent chance get human claim control Cleo fix end cool Cleo,0.103,0.816,0.081,-0.2086,negative,0
"This app sucks sometimes. They don't let the other amount come to your bank account. It say's processing or something like that untill you have to pay it back. You only get one advance, I should say. It works when it wants, I should say that also.",2024-11-15,2,app suck sometimes let amount come bank account say processing something like untill pay back get one advance say work want say also,0.081,0.868,0.052,-0.1027,negative,0
Still sucks,2024-11-15,2,still suck,0.714,0.286,0.0,-0.3612,negative,0
I love Cleo she gives high advances I just don't like the fact that I missed one subscription payment and now it's been over a month and a half and she still won't let me barrow so for that your getting two stars,2024-11-14,2,love Cleo give high advance like fact miss one subscription payment month half still let barrow get two star,0.099,0.804,0.097,0.224,positive,0
I cant speak to anyone. I can't get an advance to my account it has to go on their card but I don't even have a physical card. Ridiculous,2024-11-13,2,speak anyone get advance account card even physical card ridiculous,0.119,0.881,0.0,-0.5023,negative,0
"I have had cleo app for less than a month.got my first cash advance of $40.Set up for payment to come out my bank account on November 01,2024.not due until middle of November. was deducted from my bank account full amount including fees and cleo picked it up received the full payment November 01,2024. My advance amount has jumped to $70. happy with that. I can get as far as my repayment date it will not reset from my $40 advance date.payment shows Confirmed payment in my payment history.",2024-11-10,2,cleo app less first cash advance payment come bank account November due middle November deduct bank account full amount include fee cleo pick receive full payment November advance amount jump happy get far repayment date reset advance show confirmed payment payment history,0.0,0.958,0.042,0.5719,positive,0
Not really helpful. They decide how little you can borrow for 15 days..,2024-11-02,2,really helpful decide little borrow day,0.175,0.825,0.0,-0.3713,negative,0
In my experience this app hasn't been helpful. I opened it awhile ago then closed it and reopened some time later using a different account. The advances (40$ btw) keep going to the old account I disconnected! Now payment is due when I never actually received the advance. Theirs no way to get actual assistance on this app from a human not a bot!,2024-10-31,2,experience app helpful open awhile ago close reopen time later use different account advance btw keep go old account disconnect payment due never actually receive advance Theirs way get actual assistance app human bot,0.084,0.916,0.0,-0.6269,negative,0
Had a $250 advance which I paid off on time but this time I only get offered $100 and I can't get any help on the site,2024-10-29,2,advance pay time time get offer get help site,0.116,0.884,0.0,-0.438,negative,0
Hasn't helped y.,2024-10-27,2,help,0.0,1.0,0.0,0.0,neutral,0
"Keeps saying the app needs to update, even though it has.",2024-10-27,2,keep say app need update even though,0.0,1.0,0.0,0.0,neutral,0
Had a borrow amount and the app glitches then denied me. App didn't refresh my bank account to show income 😒 it's good for a 1 time use don't recommend,2024-10-26,2,borrow amount app glitch deny App refresh bank account show income good time use recommend,0.162,0.744,0.094,-0.2755,negative,0
I'm having the worst time ever with my advance been doing this since yesterday and chatting with a bot who is not helping me. I'm so sad and frustrated. I paid for plus got advance to borrow. I believe 35 dollars. my bank accounts are connected to cleo... then when it gets to step 3 it just sits there and does nothing. Bot keeps telling me to contact support which I thought I was and I can't get any real or live persons to help. Geez.,2024-10-23,2,bad time ever advance since yesterday chat bot help sad frustrated pay plus get advance borrow believe dollar bank account connect cleo get step sit nothing Bot keep tell contact support think get real live person help Geez,0.148,0.793,0.059,-0.8498,negative,0
POOR EXPERIENCE BC YOU TAKE MONEY BEFORE YOU ARE INTRODUCED TO THE SERVICE AND IVE NIT HAD THAT CHANCE.PLEASE RETURN MY $5.99 BACK TO ME. TY,2024-10-21,2,poor experience take money introduced service IVE NIT return back,0.123,0.77,0.107,-0.128,negative,0
"It's ok. Although, it doesnt charge anything other than what you borrow...which is nice! It also doesnt offer much TO borrow either.",2024-10-18,2,although charge anything borrow nice also offer much borrow either,0.0,0.791,0.209,0.6476,positive,0
The app is like a loop and takes you on a desperate ride to looking for answers which are not at all forthcoming in the chat option. I'm mad beyond description as my credit builder card hasn't arrived in the mail for almost a month now and I can't seem to talk to customer care which made my experience even worse. They really need to work on this.,2024-10-17,2,app like loop take desperate ride look answer forthcoming chat option mad beyond description credit builder card arrive mail almost month seem talk customer care make experience even bad really need work,0.115,0.774,0.111,-0.0772,negative,0
